ORF alpha.0 alpha.7 alpha.14 alpha.21 alpha.28 alpha.35 alpha.42 alpha.49 alpha.56 alpha.63 alpha.70 alpha.77 alpha.84 alpha.91 alpha.98 alpha.105 alpha.112 alpha.119 Elu.0 Elu.30 Elu.60 Elu.90 Elu.120 Elu.150 Elu.180 Elu.210 Elu.240 Elu.270 Elu.300 Elu.330 Elu.360 Elu.390 cdc15.10 cdc15.30 cdc15.50 cdc15.70 cdc15.90 cdc15.110 cdc15.130 cdc15.150 cdc15.170 cdc15.190 cdc15.210 cdc15.230 cdc15.250 cdc15.270 cdc15.290 spo.0 spo.2 spo.5 spo.7 spo.9 spo.11 spo5.2 spo5.7 spo5.11 spo..early spo..mid heat.0 heat.10 heat.20 heat.40 heat.80 heat.160 dtt.15 dtt.30 dtt.60 dtt.120 cold.0 cold.20 cold.40 cold.160 diau.a diau.b diau.c diau.d diau.e diau.f diau.g Label gene_class
YPL039W -0.12 -0.27 -0.03 -0.04 0.03 0.01 0.32 -0.14 -0.09 -0.47 -0.18 -0.4 -0.17 -0.54 0.03 -0.06 -0.17 -0.32 -0.07 -0.12 0.01 0.3 0.18 -0.12 -0.12 -0.14 -0.17 -0.3 -0.2 -0.25 -0.4 -0.43 -0.18 0.34 0.12 -0.03 -0.15 0.01 0.08 -0.25 0.06 -0.01 -0.06 -0.1 -0.04 0.12 0.15 -0.36 -0.27 -0.2 -0.34 -0.3 -0.03 -0.18 -0.15 0.25 -0.29 0.03 -0.12 -0.51 -0.22 -0.23 -0.43 0.42 -0.6 -0.07 -0.45 -0.27 0.04 0.1 0.78 0.31 -0.04 -0.01 -0.18 -0.23 -0.34 0.79 -0.07 nc 2
YPL040C -0.38 -0.29 -0.23 0.11 -0.06 -0.29 -0.1 -0.34 -0.1 -0.01 -0.1 -0.01 0.01 -0.45 -0.49 -0.18 -0.49 -0.23 -0.81 -0.32 -1.25 -0.38 -0.07 0.04 0.36 0.03 0.21 0.31 0.25 0.26 0.14 0.33 -0.69 -0.1 -0.34 -0.42 -0.49 -0.32 -0.12 -0.34 -0.14 -0.3 -0.22 0.5 -0.62 -0.42 -0.76 -0.23 0.04 0.18 -0.1 -0.42 -0.34 -0.4 -0.42 -0.58 0.28 0.19 -0.27 0.2 -0.18 0.2 0.03 0.11 -0.29 -0.67 -0.25 -0.43 -0.25 0.1 -0.69 -0.18 -0.12 -0.17 -0.15 0.03 -0.34 -0.03 -0.58 nc 2
YPL069C -0.25 -0.22 -0.14 -0.18 0.01 0.06 -0.38 -0.22 0.15 -0.22 0.51 -0.54 -0.34 -0.2 0.19 -0.32 -0.15 -0.32 -0.51 -0.54 -0.23 -0.32 -0.25 -0.71 -0.71 -0.54 -0.49 -0.74 -0.56 -0.69 -0.56 -0.64 0.16 0.49 0.11 0.29 -0.23 -0.09 0.08 0.12 0.01 0.06 -0.03 0.58 0.04 -0.14 -0.25 -0.38 -0.03 0.69 1.19 0.96 0.48 -0.86 0.16 -0.43 0.87 1.7 -0.01 -0.47 -0.29 -0.49 -0.38 -0.23 -0.01 -0.32 -0.04 -0.4 -0.14 0.67 0.67 0.44 0.16 0.12 -0.03 -0.45 -0.58 -0.04 -0.76 nc 2
YPL082C 0.67 0.63 0.67 0.5 0.73 0.07 0.61 0.15 0.65 0.36 0.46 0.32 0.44 0.2 0.74 0.21 0.23 0.56 0.76 -0.76 -0.6 -0.15 -0.12 -0.74 -0.34 -0.62 -0.04 -0.29 -0.67 -0.36 -0.76 -0.42 0.11 0.06 -0.2 -0.03 2.7 -0.06 -0.12 -0.36 -0.09 -0.43 -0.01 -0.25 -0.6 -0.32 -0.94 -0.47 -0.2 -0.27 -0.04 -0.32 -0.32 0.07 0.01 -0.62 -0.2 -0.03 -0.67 -0.03 -0.32 -0.32 0.15 -1.15 -0.67 -0.62 -0.36 -0.47 0.38 -0.34 -0.34 -0.34 -0.1 -0.15 -0.04 -0.25 -0.29 -0.71 -0.79 nc 2
YPL083C -0.29 -0.62 0.1 -0.27 0.06 -0.34 0.08 -0.15 0.01 -0.3 0.34 0.06 -0.18 -0.34 0.21 -0.22 0.16 0.25 -0.32 -0.67 -0.56 -0.49 -0.43 -0.94 -0.76 -0.34 -0.29 -0.23 -0.71 -0.3 -0.3 -0.45 -0.14 -0.12 -0.06 -0.06 -0.25 -0.36 -0.18 -0.25 -0.32 -0.36 -0.15 -0.58 -0.15 -0.18 -0.27 -0.23 0.04 -0.38 -0.47 -0.97 -0.67 0.12 -0.42 -0.74 0.11 0.28 -0.04 -0.4 -0.15 0.16 -0.17 0.32 -0.58 -0.56 -0.69 -0.43 0.23 0.3 0.28 -0.04 -0.07 0.07 0.41 -0.1 0.03 0.42 -0.25 nc 2
YPL086C -0.09 -0.74 -1 -0.45 -0.27 0.04 0.2 0.16 0.12 -0.1 -0.42 -0.2 -0.22 -0.2 -0.45 -0.38 -0.17 -0.15 0.62 -0.15 -0.27 0.43 0.76 0.29 0.18 -0.07 -0.32 0.1 0.21 -0.54 -0.62 -0.22 0.01 0.67 0.24 0.23 0.2 0.11 0.2 0.24 0.01 0.08 0.12 0.36 -0.03 -0.38 -0.1 -0.32 -0.54 0.1 -0.27 -0.2 0.07 -0.49 -0.64 -0.43 -1.43 -0.42 0.14 0.23 -0.07 -0.09 -0.47 0.77 -0.54 -0.89 -1.09 -0.92 0.61 0.38 1.15 1.62 0.01 -0.12 0.41 -0.29 -0.69 -0.22 -0.94 nc 2
YPL089C 0.93 -0.18 -0.27 0.24 -0.07 0.24 0.2 0.04 -0.18 -0.27 -0.51 -0.07 -0.07 -0.17 -0.04 0.2 -0.07 -0.06 1.16 -0.1 0.11 0.32 0.18 -0.1 -0.06 -0.23 -0.34 0.01 0.01 0.04 0.11 -0.25 0.74 0.49 0.84 0.5 0.4 0.28 0.46 0.14 -0.89 0.19 0.1 -0.58 0.42 0.34 0.16 0.24 -1.12 -1.22 -1.29 -1.03 -1 -0.74 -0.27 -0.22 -1.89 -1.15 0.25 -0.15 0.24 0.49 0.01 0.64 -0.49 -1 0.31 0.18 0.6 0.49 1.45 1.22 0.14 0.23 0.31 -0.36 -0.49 0.39 0.23 nc 2
YPL111W 0.16 0.1 0.86 1.01 0.99 1.23 1.86 1.41 1.51 0.88 1.04 1.06 1.04 0.44 0.72 0.75 0.95 0.88 0.83 0.9 0.77 0.8 0.48 0.32 0.36 0.14 -0.2 -0.79 -0.17 -0.18 -0.22 -0.03 -0.56 -0.45 -0.22 0.24 0.84 0.82 0.23 0.28 0.19 0.1 0.03 -0.42 -0.69 -0.6 -0.58 -0.25 2.32 2.73 2.15 1.42 1.05 -0.54 -0.34 -1.84 3.4 3.74 0.51 0.98 1.84 0.21 -1.29 1.78 -0.67 -0.62 0.15 -0.09 0.77 0.44 1.53 0.42 0.15 -0.07 -0.43 -0.94 -0.79 0.33 0.42 nc 2
YPL128C -0.86 -0.94 -0.89 -0.62 -0.23 -0.47 0.2 -0.32 -0.3 -0.34 -0.49 -0.45 -0.23 -0.36 -0.1 -0.36 -0.23 0.23 0.06 -0.64 -0.79 -0.47 -0.4 -0.15 -0.14 0.63 0.32 0.33 -0.45 0.26 -0.25 -0.12 -0.47 -0.58 -0.15 0.43 0.3 -0.43 -0.51 -0.17 -0.01 0.18 -0.04 -1.89 -0.76 -0.74 -0.64 -0.36 0.42 0.78 1.42 1.57 1.32 -0.89 -0.1 -0.12 1.01 1.04 -0.38 -0.51 -0.58 -0.03 0.03 0.38 0.38 -0.84 -0.32 -0.42 -0.81 -0.18 -0.76 1.23 -0.36 -0.01 0.28 -0.36 -0.74 0.16 -0.3 nc 2
YPL149W 0.5 -0.45 -0.14 -0.47 0.07 0.24 0.19 -0.22 -0.14 -0.54 -0.32 -0.45 -0.23 -0.62 -0.17 -0.4 -0.1 0.04 -0.64 -0.74 -0.51 -0.62 -0.42 -0.4 -0.74 -0.69 -0.49 -0.56 -0.84 -0.6 -0.58 -0.6 -0.07 -0.3 -0.25 -0.6 -1.09 -0.51 -1.06 1.16 0.24 -1.89 -1.03 0.33 -0.81 -0.47 -0.86 -0.49 -0.94 -0.97 -0.47 -0.1 -0.2 -0.06 0.3 0.6 -1.22 -1.56 0.23 -0.07 -0.34 0.07 0.2 0.14 -0.22 -0.07 -0.17 -0.03 0.29 0.52 0.21 -0.01 -0.04 -0.09 0.58 -0.36 -0.18 -0.17 -0.03 nc 2
YPL154C 0.33 0.44 0.79 0.79 0.76 0.42 0.82 -0.01 0.28 -0.22 0.16 0.11 0.19 -0.32 0.23 -0.14 -0.36 0.04 0.49 0.34 -0.03 -0.32 -0.42 -0.4 -0.69 -0.01 0.21 0.04 -0.23 0.15 0.61 0.34 0.69 0.24 0.03 0.38 0.57 0.4 0.85 0.75 0.74 0.66 0.86 0.87 0.8 0.9 1.08 -0.17 0.68 0.15 1.1 0.92 1.08 0.25 0.5 0.62 0.23 -0.17 0.14 1.51 1.18 0.62 0.3 0.6 0.58 -0.3 0.91 1.11 -0.34 -0.01 -0.29 0.08 0.24 0.65 1.23 1.28 1.54 1.97 1.54 nc 2
YPL174C -0.22 -0.25 -0.4 -0.27 -0.32 -0.32 -0.18 -0.36 -0.25 -0.29 -0.36 -0.18 -0.3 -0.56 -0.27 -0.42 -0.1 0.53 -0.45 -0.6 -0.49 -0.2 -0.38 -0.07 -0.07 -0.36 -0.22 -0.06 -0.43 -0.62 -0.67 -0.34 0.04 -0.1 -0.25 -0.32 -0.32 -0.18 -0.25 -0.06 -0.18 -0.38 -0.3 0.48 -0.36 -0.22 -0.2 -0.47 -0.4 -0.15 0.15 0.01 -0.1 -0.23 0.14 -0.49 -0.18 0.45 -0.03 -0.42 0.2 0.19 -0.18 0.11 -0.22 -0.34 -0.18 -0.23 -0.15 0.63 0.3 0.42 -0.18 -0.18 0.19 -0.17 -0.22 0.28 0.01 nc 2
YPL175W 0.07 -0.81 -0.34 -0.29 0.03 0.25 0.3 -0.2 -0.23 -0.36 -0.29 -0.43 -0.14 -0.18 -0.12 -0.4 0.2 0.18 -0.4 -0.64 -0.64 -0.27 -0.27 -0.09 -0.1 -0.32 -0.49 -0.56 -0.34 -0.54 -0.94 -0.42 -0.03 0.12 0.51 -0.94 -0.56 -0.43 -0.43 0.83 -0.04 -0.86 -0.49 0.04 -0.74 -0.04 -0.76 -0.42 -0.45 -0.07 0.51 0.41 0.2 -0.67 0.2 -0.27 -0.62 -0.03 0.01 -0.97 -0.4 -0.06 -0.2 0.36 -0.38 -0.67 -0.25 -0.25 0.08 0.7 0.55 0.31 -0.03 0.06 0.19 -0.6 -0.45 -0.54 0.07 nc 2
YPL179W 0.08 -0.2 -0.04 -0.03 0.14 0.55 0.29 -0.25 -0.17 -0.29 -0.01 -0.17 -0.03 -0.34 -0.07 -0.29 0.2 -0.09 0.46 -0.15 -0.22 0.01 0.11 -0.1 0.01 -0.2 -0.34 -0.14 -0.3 -0.3 -0.38 -0.36 1.17 0.63 0.45 0.43 0.37 0.49 0.53 0.42 0.24 0.29 0.42 -0.22 0.11 0.04 -0.04 -0.4 -0.58 -0.58 0.12 -0.4 -0.17 -0.1 0.32 0.12 -0.42 -0.81 -0.14 -0.25 0.01 -0.32 0.19 0.12 0.06 -0.45 0.01 0.25 0.12 0.01 1 0.63 0.15 0.2 0.28 -0.36 -0.12 -1.03 0.12 nc 2
YPL187W -0.3 -0.29 -0.07 -0.54 -0.17 -0.27 -0.12 -0.12 -0.1 -0.3 -0.04 -0.45 -0.23 -0.47 -0.04 -0.34 -0.06 -0.01 -0.03 -0.71 -0.51 -0.64 -0.06 -0.09 -0.43 -0.34 -0.62 -0.67 -0.45 -0.34 -0.17 -0.03 0.93 0.55 -1.06 -2.25 -1.6 0.65 0.82 0.23 -0.79 -1.47 -0.1 -0.1 0.96 0.66 0.93 -0.62 0.03 0.24 0.15 0.16 -0.4 -0.62 -0.45 -0.4 0.42 1.05 0.03 -0.03 0.06 0.43 -0.25 0.39 0.03 -0.18 -1.09 -1.51 0.04 0.52 0.41 0.16 -0.4 -0.36 -0.18 -0.51 -0.3 -0.18 0.15 nc 2
YPL210C -0.45 0.11 -1.03 -0.74 -0.67 -0.71 -0.32 -0.6 -0.32 -0.42 -0.51 -0.56 -0.43 -1.03 -0.64 -0.32 -0.79 -0.43 -0.32 -0.32 -0.1 -0.06 0.14 -0.32 0.37 -0.1 -0.43 -0.01 -0.03 -0.2 -0.38 -0.27 0.15 0.15 -0.14 -0.2 0.1 -0.07 -0.06 -0.23 -0.09 -0.06 -0.18 0.3 0.19 -0.25 -0.1 -0.34 -0.79 -0.49 -1.25 -0.94 -0.94 -0.29 -1 -1.25 -0.89 -0.45 -0.71 -0.94 -0.58 -0.58 -0.64 -1.15 -0.42 -0.25 -0.58 -0.89 -0.06 0.01 0.04 -0.01 -0.09 -0.32 0.06 -0.34 -0.56 -0.84 -1.84 nc 2
YPL211W 0.06 -0.81 -0.62 -0.51 0.03 -0.03 0.11 -0.07 0.31 -0.29 0.25 -0.3 -0.03 -0.18 0.07 -0.17 -0.01 -0.22 -1.22 -0.86 -0.43 0.18 0.65 0.28 -0.14 -0.34 -0.64 -0.36 -0.38 -0.84 -0.92 -0.6 0.49 0.72 0.63 -0.01 0.03 0.12 -0.04 0.07 -0.32 -0.14 -0.36 0.49 -0.38 -0.49 -0.32 -0.1 -0.84 -0.36 -1 -0.58 -0.42 -0.92 -0.69 -0.17 -1.89 -1.25 -0.49 -2.56 -1.89 -1.79 -1.03 -1.12 -0.01 -0.64 -1.43 -1.25 -0.2 0.01 -0.42 -0.54 0.18 0.07 0.12 -0.54 -0.62 -1.32 -1.64 nc 2
YPL212C -0.14 -0.86 -0.67 -0.51 -0.25 -0.23 -0.06 -0.1 -0.06 -0.09 -0.25 -0.36 -0.1 -0.09 -0.22 -0.04 0.34 -0.09 -0.97 -0.22 -0.27 0.29 1.01 0.69 -0.07 -0.34 -0.3 0.16 -0.09 -0.62 -0.47 -0.25 -0.38 -0.07 -0.17 -0.23 -0.04 -0.34 -0.23 -0.06 -0.14 -0.12 -0.47 -0.1 -0.43 -0.49 -0.42 -0.32 -0.76 -0.49 -0.76 -0.49 -0.62 -0.2 -0.22 -0.47 -0.64 -0.6 -0.89 -3.32 -0.69 -0.29 -0.84 -0.23 -0.25 -0.64 -1.25 -1.06 -0.32 0.36 1.12 1.64 -0.06 -0.15 -0.25 -0.34 -0.49 -0.79 -1.09 nc 2
YPL214C -0.14 0.19 -0.54 -0.23 -0.32 -0.14 0.03 -0.12 -0.18 -0.43 -0.43 -0.34 -0.09 -0.54 -0.56 -0.43 -0.07 0.01 0.18 0.1 0.14 0.33 0.07 -0.12 0.31 0.06 -0.29 -0.18 0.19 0.04 -0.01 0.06 -0.45 -0.01 -0.47 -0.47 -0.36 -0.62 -0.64 0.49 0.82 -0.71 -0.1 0.2 -0.34 0.37 -0.62 -0.23 -0.15 -0.06 0.39 -0.14 0.32 -0.34 0.08 0.04 0.29 0.36 -0.12 0.18 0.24 -0.15 0.01 0.32 0.06 -0.01 0.19 -0.07 0.1 0.7 0.1 0.57 -0.03 -0.12 0.28 -0.07 -0.12 -0.29 -0.6 nc 2
YPL215W -0.09 -0.27 0.14 -0.18 0.07 -0.32 0.21 -0.01 -0.17 -0.25 -0.12 -0.22 0.06 -0.36 0.04 -0.3 0.2 -0.22 0.43 -0.45 -0.34 -0.23 -0.03 -0.23 -0.12 -0.04 -0.22 -0.22 0.01 -0.22 -0.27 -0.23 0.29 0.23 0.24 0.23 0.45 0.48 1.01 0.89 0.48 0.74 0.51 -0.29 1.16 0.99 0.88 -0.04 -0.23 -0.1 -0.34 -0.03 -0.23 -0.29 -0.1 -0.09 -0.3 -0.36 -0.74 -0.04 0.14 0.38 -0.34 0.24 0.21 0.32 -0.71 -0.04 0.11 0.65 0.45 0.25 -0.06 -0.18 -0.04 -0.1 -0.3 -0.43 -0.27 nc 2
YPL219W -0.42 -0.25 -0.07 -0.23 -0.07 -0.06 -0.17 -0.27 -0.45 -0.38 -0.43 -0.47 -0.54 -0.74 -0.38 -0.29 -0.22 0.1 0.84 -0.4 -0.47 -0.18 -0.43 -0.69 -0.27 -0.23 -0.36 -0.34 -0.17 -0.12 -0.18 -0.27 0.25 0.07 0.14 0.58 0.5 0.33 0.51 0.01 0.1 0.25 0.49 -0.64 0.44 0.59 0.58 -0.43 -0.17 -0.3 -0.58 -0.71 -0.51 -0.14 -0.47 -0.62 0.4 0.25 0.01 0.52 0.51 0.28 -0.03 0.82 -0.4 -0.06 -0.09 -0.34 0.15 0.6 0.69 -0.12 -0.06 0.31 -0.12 -0.67 -0.25 -0.64 -0.06 nc 2
YPL240C -0.03 -0.32 0.5 0.34 0.42 0.08 0.5 0.2 0.26 -0.03 -0.25 -0.18 -0.12 -0.38 -0.04 -0.27 -0.14 -0.22 1.34 0.06 -0.15 0.1 -0.32 -0.56 -1.15 -0.43 -0.15 -0.32 -0.12 -0.07 0.39 -0.27 -1.69 -2.47 -2.74 -0.06 -0.89 -0.84 -1.79 -2.18 -1.6 -0.89 -0.3 -0.51 0.45 0.11 0.07 0.03 -0.45 0.81 0.44 -0.54 -0.71 -1.43 -0.23 -1.6 0.99 2.49 0.03 2.28 1.86 0.78 1.22 0.29 0.04 0.38 1.01 0.56 -0.3 0.03 0.03 -0.12 0.04 -0.06 -0.42 -0.09 0.3 1.04 0.76 nc 2
YPL255W -0.97 -0.92 0.38 0.34 0.53 0.29 -0.34 -0.15 -0.15 -0.49 -0.07 0.23 0.12 -0.1 0.15 -0.22 -0.07 -0.43 -0.76 -1.18 -1.18 -0.15 0.19 -0.07 0.11 0.33 -0.14 -0.32 -0.12 -0.36 -0.62 -0.34 -0.06 0.31 0.38 -0.54 -0.64 -0.34 -0.12 0.4 0.07 -0.29 -0.42 0.43 -0.38 -0.43 -0.64 -0.51 0.03 1.33 1.83 2.06 1.61 -2.06 0.56 0.24 0.29 0.38 -0.18 -0.79 -0.4 -0.2 -0.29 0.42 -0.42 0.04 -0.15 -0.34 0.07 0.58 0.68 -0.18 -0.01 -0.07 0.03 -0.17 -0.3 -0.54 -0.06 nc 2
YPL256C -1.69 -0.97 1.11 1.69 0.45 -0.07 -0.64 -1.6 -1.79 -1.36 0.07 1.29 0.82 0.28 -0.1 -0.6 -0.67 -1.32 -1.89 -1.89 0.06 -0.12 0.29 0.57 0.45 0.49 0.15 0.49 0.29 -0.42 -0.67 0.57 -1.12 1.74 1.68 0.45 -0.74 -1.74 0.75 1.86 1.32 -0.12 -0.89 -0.71 0.28 0.28 0.14 -0.54 -0.14 -0.18 -0.1 -0.17 -0.45 0.15 -0.3 -0.43 -0.58 0.38 -0.49 -1.18 -1.36 -0.12 -0.29 -0.04 -0.01 -0.94 0.12 0.49 -0.03 -0.09 -0.76 -0.54 -0.01 -0.1 -0.45 -0.81 -1.09 -0.51 -2.12 nc 2
YPL265W -1.12 0.21 1.04 0.52 0.42 -0.32 -0.01 0.28 0.33 0.03 0.03 -0.4 -0.34 -0.43 0.06 -0.25 0.2 -0.22 -0.34 -1.12 -0.4 -0.36 -0.51 0.52 -0.27 -0.15 -0.03 -0.27 -0.27 0.06 -0.03 -0.09 -2.94 -3.06 -2.47 -0.2 0.41 0.26 -1.18 -0.27 -0.74 -0.81 -1.22 -2 -1.03 -0.49 -0.3 -0.23 -0.06 -1.94 -2.47 -2.47 -1.25 1.69 -1.25 -0.09 -1.29 -4.06 0.2 2.25 2.21 0.8 1.36 0.99 -0.42 -0.81 -0.54 -0.84 0.12 0.26 2.03 0.58 -0.06 -0.09 -0.62 -0.54 -0.92 -0.09 1.33 nc 2
YPR033C 0.14 -0.42 0.01 -0.12 -0.12 -0.32 0.1 -0.38 -0.03 -0.38 -0.14 -0.22 -0.15 -0.38 -0.07 -0.25 -0.09 -0.18 -1.29 -0.47 -0.34 -0.47 0.3 0.38 -0.12 0.38 0.21 0.5 0.25 0.14 -0.81 0.07 0.18 0.28 0.21 0.18 0.19 -0.06 0.06 -0.01 -0.18 -0.07 0.04 -1.64 -0.06 -0.23 -0.17 -0.58 -0.45 -0.62 -1.36 -1.29 -1.36 0.12 -0.97 -1.4 -1.18 -0.89 -0.67 -1.47 -1.94 -1.15 -0.43 -0.06 0.31 -0.45 -0.58 -0.64 -0.67 -0.58 -1.25 -1.29 -0.1 -0.01 -0.38 -0.69 -0.64 -1.32 -1.79 nc 2
YPR035W 0.43 0.58 0.44 -0.27 -0.38 -0.43 -0.06 -0.76 -0.74 -1.09 -0.64 -0.27 -0.29 -0.47 -0.15 -0.4 -0.49 -0.25 1.23 -0.12 -0.58 -0.06 -0.25 -0.04 -0.23 0.48 0.54 0.46 -0.43 0.16 0.38 0.23 0.3 -0.29 -0.06 0.44 0.49 0.2 0.04 0.58 0.19 0.11 0.04 -1.15 0.6 0.43 0.61 -0.4 -0.12 -0.22 0.53 0.88 0.94 -0.03 0.45 0.79 -1.22 -4.32 -0.17 -1.43 -0.74 -0.76 -1.29 -0.6 -0.3 -0.6 0.06 -0.4 -0.76 0.11 -0.79 -2.4 -0.22 0.15 -0.06 -0.1 0.48 -1.18 -0.34 nc 2
YPR055W -0.74 -0.07 -0.2 -0.32 -0.06 -0.1 0.01 -0.07 -0.14 -0.34 -0.27 -0.3 -0.29 -0.54 -0.18 -0.04 -0.01 0.39 -0.06 -0.79 -0.49 -0.36 -0.23 -0.23 -0.29 -0.06 -0.29 0.06 0.07 -0.04 -0.22 -0.2 -0.54 -0.2 -0.09 1.19 -0.25 -0.1 -0.18 -0.62 0.42 -0.25 1.39 0.2 -0.38 0.31 -0.67 -0.27 -0.43 -0.64 -0.67 -0.86 -0.76 0.28 -0.3 -0.79 -0.18 0.1 -0.25 0.39 -0.29 -0.06 -0.2 0.3 -0.04 -0.27 -0.27 -0.14 -0.51 0.37 -0.2 0.07 0.15 0.15 0.18 0.1 0.07 0.08 0.07 nc 2
YPR062W -0.25 -0.64 -0.43 -0.54 -0.3 0.16 0.01 -0.56 -0.3 -0.51 -0.27 -0.64 -0.2 -0.58 -0.12 -0.54 0.01 -0.47 -0.51 -0.49 -0.64 -0.64 -0.49 -0.25 -0.4 0.04 0.07 -0.25 -0.4 0.12 -0.03 -0.36 0.5 0.59 0.7 0.57 0.58 0.44 0.56 0.54 0.43 0.38 0.55 -0.84 0.38 0.29 0.69 -0.3 0.72 0.45 0.58 -0.1 -0.64 -0.06 -0.22 -1.29 -0.17 0.06 -0.71 -0.67 -1.06 -0.86 -0.45 -0.97 -0.15 -0.58 -0.79 -0.94 -0.49 -0.54 0.04 -1.12 -0.23 -0.38 -0.1 -0.47 -0.22 -0.62 -0.58 nc 2
YPR066W 0.26 -0.04 -0.06 -0.29 -0.14 -0.2 -0.06 -0.45 -0.1 -0.32 -0.18 -0.49 -0.23 -0.18 -0.38 -0.27 -0.3 -0.32 -0.07 -0.32 -0.23 -0.34 -0.17 -0.36 -0.34 -0.23 -0.17 -0.32 -0.4 -0.14 -0.54 -0.22 -0.23 -0.32 -0.14 -0.01 -0.06 0.03 -0.01 0.45 -0.12 -0.15 0.11 -0.29 0.33 0.29 0.37 -0.01 -0.17 -0.4 -0.2 -0.12 -0.12 -0.12 -0.1 -0.22 -0.23 -0.58 -0.01 0.34 0.14 -0.17 0.07 0.52 -0.22 -0.22 -0.79 -0.79 -0.1 0.48 0.28 -0.14 -0.07 -0.04 0.12 -0.03 -0.14 -0.09 0.57 nc 2
YPR069C 0.31 -0.58 0.21 -0.07 0.04 -0.12 0.18 -0.04 -0.07 0.18 0.12 0.03 0.03 0.01 0.04 -0.15 0.19 0.01 -0.04 -0.18 0.2 0.54 0.43 0.18 0.03 -0.1 -0.01 -0.06 -0.04 -0.1 -0.36 -0.27 -0.14 -0.4 -0.43 -0.43 -0.34 -0.34 -0.32 -0.29 -0.42 -0.4 -0.09 -0.81 -0.18 -0.3 -0.12 -0.54 -0.34 -0.34 -0.51 -0.3 -0.42 0.28 -0.2 0.11 -0.45 -0.15 0.15 -0.42 -0.4 -0.71 -0.27 0.2 -0.06 -0.47 -0.67 -0.54 0.41 0.25 0.68 -0.12 -0.06 -0.06 -0.09 -0.07 -0.18 -0.36 -0.79 nc 2
YPR074C 0.16 -0.3 -0.14 0.14 -0.09 0.12 0.14 -0.04 0.18 -0.2 0.19 -0.17 -0.14 -0.2 0.18 0.01 0.18 -0.17 -1.94 -0.89 -0.14 0.57 0.67 0.33 0.32 0.54 0.34 0.31 0.15 0.2 -0.27 -0.17 -0.25 -0.47 -0.47 0.01 0.2 0.11 -0.06 -0.2 -0.45 -0.23 -0.22 -1.03 -0.62 -0.79 -0.74 0.24 -1.94 -3.47 -4.06 -3.47 -3.32 1.08 -0.84 -0.15 -3.64 -5.06 0.24 -0.69 -0.69 -0.38 0.25 -0.03 -0.6 -1.29 -0.2 -0.2 0.4 -0.07 0.1 -0.03 0.49 0.45 0.51 0.1 0.18 -1.29 -1.64 nc 2
YPR110C -0.01 -0.74 -0.51 -0.43 -0.22 0.2 0.08 0.06 0.2 -0.12 0.11 -0.34 -0.1 -0.38 0.15 -0.38 0.32 -0.04 -0.6 -0.36 -0.09 0.42 0.43 0.33 0.19 -0.09 -0.54 -0.34 0.03 -0.69 -0.84 -0.36 0.64 0.61 0.44 0.18 0.33 0.28 0.32 0.16 -0.2 0.2 0.25 -0.29 0.08 -0.25 -0.1 -0.25 -1.22 -0.43 0.25 0.74 0.45 -1 0.31 0.43 -2.25 -1.36 -0.51 -2.4 -1.64 -1.32 -0.79 -0.74 -0.01 -0.67 -1.15 -1.06 0.12 -0.32 0.33 0.23 0.3 0.31 0.14 -0.69 -0.67 -1.29 -1.56 nc 2
YPR120C -0.92 -0.32 0.98 1.03 0.32 -0.03 -0.12 -0.34 -0.29 -0.27 0.76 0.67 0.37 -0.17 0.16 -0.14 -0.15 -0.43 -0.62 -0.84 -0.6 0.01 0.15 0.1 -0.06 0.08 -0.43 -0.22 -0.27 -0.49 -0.58 -0.62 0.04 1.1 0.74 0.1 -0.84 -1 0.54 0.98 0.28 -0.47 -0.89 0.1 -0.09 -0.14 -0.32 -0.42 1.49 2.37 3.33 2.72 2.69 -0.89 0.84 0.25 2.74 2.82 -0.14 -1.03 -0.49 -0.54 -0.49 -0.32 -0.22 -0.17 -1.09 -0.89 0.01 0.33 0.75 -0.17 0.16 0.15 0.19 -0.29 -0.43 1.1 -0.6 nc 2
YPR145W 0.23 0.1 0.14 0.28 0.15 0.24 0.41 -0.04 0.19 0.21 0.39 0.54 0.24 0.37 0.36 0.19 0.41 0.55 -0.18 -0.4 -1.25 0.34 0.45 0.41 -0.01 0.49 0.23 0.48 -0.12 0.1 0.32 0.32 -0.81 -0.81 -0.76 -0.17 -0.14 -0.18 -0.29 -0.18 -0.06 -0.14 -0.23 -0.42 -0.2 -0.2 -0.06 -0.23 -1.06 -1.79 -1.94 -1.56 -2.12 1.16 -0.3 -0.51 -1.94 -2.94 -0.09 -1.06 -0.54 -1.22 -1.09 -0.84 -0.2 0.07 -0.22 -0.74 0.04 -0.12 -0.09 -0.18 0.2 -0.14 -0.12 -0.43 -0.56 -1.64 -1.47 nc 2
